TransactionID,CustomerID,Timestamp,TransactionType,MerchantCategory,Amount,CardPresent,DeviceType,Country,HomeCountry,Hour,IsNight,IsForeign,DeviceNovel,PrevTimestamp,SecondsSincePrev,RapidSeq,FraudProb,FraudFlag,AmtScaled,MerchantRisk,CardNotPresent,RiskScore
TX-207228,CUST-10003,2021-11-06 03:38:06,ATM,Travel,147.1,Yes,ATM Machine,UK,UK,3,1,0,1,2021-10-04 10:07:47,2827819.0,0,0.10171439361370878,0,0.018540503101648537,0.05,0,0.192489176085577
TX-207833,CUST-10003,2022-12-12 08:10:29,ATM,Gaming,35.42,Yes,ATM Machine,UK,UK,8,0,0,1,2021-11-06 03:38:06,34662743.0,0,0.10354252887430447,0,0.004450931882322812,0.04,0,0.106357826158813
TX-204280,CUST-10004,2021-04-22 11:21:05,POS,Food,13.75,Yes,POS Terminal,India,India,11,0,0,1,,999999.0,0,0.04750526208628872,0,0.0017170403321545766,0.01,0,0.10180096411625411
TX-213931,CUST-10004,2021-05-31 05:01:33,Transfer,Gaming,47.92,No,Tablet,India,India,5,0,0,0,2021-04-22 11:21:05,3346828.0,0,0.09414369575844113,0,0.006027934391649205,0.04,1,0.10690977703707723
TX-208398,CUST-10005,2021-02-06 08:57:14,ATM,Healthcare,38.68,Yes,ATM Machine,India,India,8,0,0,0,,999999.0,0,0.04192700410463415,0,0.004862214136755135,0.02,0,0.0041017749478642965
TX-216899,CUST-10005,2021-05-29 00:54:55,Online,Utilities,16.23,Yes,ATM Machine,India,India,0,1,0,0,2021-02-06 08:57:14,9647861.0,0,0.061773833460041574,0,0.002029917630004933,0.005,0,0.08131047117050173
TX-202964,CUST-10006,2021-03-02 22:34:07,POS,Entertainment,21.9,Yes,POS Terminal,India,India,22,0,0,0,,999999.0,0,0.028476477538646513,0,0.002745245968235385,0.03,0,0.0045608360888823845
TX-204176,CUST-10006,2021-04-09 18:37:06,POS,Entertainment,36.76,Yes,POS Terminal,India,India,18,0,0,0,2021-03-02 22:34:07,3268979.0,0,0.04180682233631795,0,0.004619986551322601,0.03,0,0.00521699529296291
TX-218798,CUST-10006,2021-11-13 07:33:52,Transfer,Retail,65.07,No,Tablet,India,India,7,0,0,0,2021-04-09 18:37:06,18795406.0,0,0.05953204554776222,0,0.008191581834445015,0.02,1,0.10526705364205576
TX-203735,CUST-10007,2022-10-25 05:15:16,Online,Gaming,153.4,No,Mobile,Singapore,Singapore,5,0,0,0,,999999.0,0,0.08487861936987279,0,0.019335312366349038,0.04,1,0.11156735932822216
TX-212960,CUST-10008,2021-09-04 05:47:23,Online,Education,179.32,No,ATM Machine,UAE,UAE,5,0,0,0,,999999.0,0,0.043076181408515164,0,0.022605384769688246,0.005,1,0.10851188466939089
TX-205014,CUST-10008,2021-12-17 20:07:35,Online,Gaming,26.84,No,ATM Machine,UAE,UAE,20,0,0,0,2021-09-04 05:47:23,9037212.0,0,0.08368722891873692,0,0.0033684773599211757,0.04,1,0.10597896707597242
TX-206441,CUST-10008,2022-04-24 14:13:41,ATM,Utilities,18.35,Yes,ATM Machine,UAE,UAE,14,0,0,0,2021-12-17 20:07:35,11037966.0,0,0.026028674641188194,0,0.0022973772555866896,0.005,0,0.0014040820394553414
TX-201787,CUST-10009,2021-05-07 18:23:24,POS,Gambling,199.74,Yes,POS Terminal,Germany,Germany,18,0,0,1,,999999.0,0,0.1396666893943539,0,0.025181576068923843,0.1,0,0.12081355162412334
TX-217545,CUST-10009,2021-06-12 21:27:52,Online,Gaming,29.78,No,ATM Machine,Germany,Germany,21,0,0,0,2021-05-07 18:23:24,3121468.0,0,0.07665218353445195,0,0.0037393883501147434,0.04,1,0.10610878592254017
TX-214622,CUST-10009,2021-11-20 19:44:07,ATM,Retail,33.75,Yes,ATM Machine,Germany,Germany,19,0,0,0,2021-06-12 21:27:52,13904175.0,0,0.041749442039364204,0,0.0042402443470768054,0.02,0,0.0038840855214768814
TX-213277,CUST-10009,2022-03-07 11:06:59,ATM,Travel,223.7,Yes,ATM Machine,Germany,Germany,11,0,0,0,2021-11-20 19:44:07,9213772.0,0,0.06246811982179348,0,0.02820437447880067,0.05,0,0.015871531067580234
TX-201412,CUST-10009,2022-07-06 10:57:47,ATM,Healthcare,70.73,Yes,ATM Machine,Germany,Germany,10,0,0,0,2022-03-07 11:06:59,10453848.0,0,0.02970074032963941,0,0.008905648570668006,0.02,0,0.005516976999733802
TX-208061,CUST-10009,2022-11-27 14:02:54,Online,Travel,114.87,No,ATM Machine,Germany,Germany,14,0,0,0,2022-07-06 10:57:47,12452707.0,0,0.0663411679450937,0,0.014474359831601365,0.05,1,0.11106602594106049
TX-205920,CUST-10010,2021-06-05 14:55:00,Online,Utilities,161.08,Yes,POS Terminal,India,India,14,0,0,0,,999999.0,0,0.040338524863386474,0,0.020304222708079175,0.005,0,0.007706477947827711
TX-217590,CUST-10010,2021-07-29 11:17:17,ATM,Retail,72.64,Yes,ATM Machine,India,India,11,0,0,1,2021-06-05 14:55:00,4652537.0,0,0.07486619502239925,0,0.009146614554093078,0.02,0,0.10560131509393259
TX-207414,CUST-10010,2022-02-15 13:36:52,Transfer,Healthcare,45.36,No,POS Terminal,India,India,13,0,0,0,2021-07-29 11:17:17,17374775.0,0,0.06341685133245357,0,0.00570496427773916,0.02,1,0.10439673749720871
TX-201059,CUST-10010,2022-09-25 11:43:27,Transfer,Travel,108.42,No,POS Terminal,India,India,11,0,0,0,2022-02-15 13:36:52,19173995.0,0,0.07961700451303,0,0.013660626536788945,0.05,1,0.11078121928787614
TX-201249,CUST-10011,2021-06-18 07:13:45,Online,Healthcare,19.34,Yes,Tablet,Brazil,Brazil,7,0,0,0,,999999.0,0,0.040622166917090266,0,0.00242227585432534,0.02,0,0.003247796549013869
TX-201964,CUST-10011,2021-11-03 05:47:23,Online,Retail,47.19,No,Mobile,Brazil,Brazil,5,0,0,0,2021-06-18 07:13:45,11918018.0,0,0.04384885585005037,0,0.005935837445104543,0.02,1,0.1044775431057866
TX-217697,CUST-10011,2021-11-26 23:53:19,POS,Food,28.62,Yes,POS Terminal,Brazil,Brazil,23,0,0,1,2021-11-03 05:47:23,2052356.0,0,0.045865442622648744,0,0.003593042517249254,0.01,0,0.10245756488103724
TX-211460,CUST-10011,2022-03-29 14:08:55,Online,Travel,1871.01,No,Mobile,UAE,Brazil,14,0,1,0,2021-11-26 23:53:19,10592136.0,0,0.1191987358751755,0,0.2360293347698775,0.05,1,0.3386102671694571
TX-213669,CUST-10012,2021-08-29 20:31:38,Online,Travel,24.2,No,Tablet,Australia,Australia,20,0,0,0,,999999.0,0,0.06571455252577921,0,0.0030354144299514414,0.05,1,0.10706239505048301
TX-207312,CUST-10013,2021-09-07 22:52:19,POS,Healthcare,394.17,Yes,POS Terminal,India,India,22,0,0,1,,999999.0,0,0.05772751755493837,0,0.04971090389999029,0.02,0,0.1197988163649966
TX-210697,CUST-10013,2022-08-08 20:10:43,Transfer,Healthcare,245.14,No,Tablet,India,India,20,0,0,0,2021-09-07 22:52:19,28934304.0,0,0.060558068978738805,0,0.0309092491827973,0.02,1,0.11321823721397906
TX-201998,CUST-10013,2022-09-04 01:39:53,Online,Retail,12.18,Yes,Tablet,India,India,1,1,0,0,2022-08-08 20:10:43,2266150.0,0,0.0696007981325734,0,0.0015189688169831817,0.02,0,0.08293163908594411
TX-206238,CUST-10014,2022-04-27 03:47:15,ATM,Retail,79.3,Yes,ATM Machine,India,India,3,1,0,1,,999999.0,0,0.09425082912300246,0,0.00998684149106218,0.02,0,0.1858953945218718
TX-217641,CUST-10014,2022-10-03 03:56:13,ATM,Retail,134.95,Yes,ATM Machine,India,India,3,1,0,1,2022-04-27 03:47:15,13738138.0,0,0.0855393382828368,0,0.01700765666258328,0.02,0,0.18835267983190418
TX-203759,CUST-10015,2021-11-24 22:20:16,ATM,Entertainment,5.82,Yes,ATM Machine,India,India,22,0,0,1,,999999.0,0,0.07687663664313595,0,0.0007165899402379129,0.03,0,0.10385080647908328
TX-210277,CUST-10015,2022-04-11 17:59:58,POS,Gaming,491.3,Yes,POS Terminal,India,India,17,0,0,0,2021-11-24 22:20:16,11907582.0,0,0.07079777703723546,0,0.061964844198460094,0.04,0,0.02648769546946103
TX-201029,CUST-10015,2022-07-15 09:54:53,Online,Education,20.39,No,POS Terminal,India,India,9,0,0,0,2022-04-11 17:59:58,8178895.0,0,0.036622816663706925,0,0.0025547440651087568,0.005,1,0.10149416042278807
TX-216163,CUST-10016,2021-07-14 10:36:09,Online,Entertainment,68.94,No,POS Terminal,India,India,10,0,0,0,,999999.0,0,0.06766545978270978,0,0.008679821811332466,0.03,1,0.10663793763396637
TX-214426,CUST-10016,2021-10-11 19:27:51,Online,Retail,30.16,No,POS Terminal,India,India,19,0,0,0,2021-07-14 10:36:09,7721502.0,0,0.05126210331811193,0,0.0037873292263982655,0.02,1,0.1037255652292394
TX-205124,CUST-10017,2022-07-07 09:54:35,Online,Retail,42.33,No,Laptop,UK,UK,9,0,0,0,,999999.0,0,0.04797766591473902,0,0.005322698869478441,0.02,1,0.10426294460431745
TX-217455,CUST-10018,2021-06-11 18:33:00,POS,Entertainment,17.18,Yes,POS Terminal,USA,USA,18,0,0,1,,999999.0,0,0.0729355618148779,0,0.002149769820713739,0.03,0,0.10435241943724982
TX-208647,CUST-10018,2021-07-26 11:39:38,Online,Retail,19.93,Yes,Mobile,USA,USA,11,0,0,0,2021-06-11 18:33:00,3863198.0,0,0.056974798208950704,0,0.0024967103727655455,0.02,0,0.0032738486304679407
TX-200404,CUST-10018,2022-06-06 00:13:03,Transfer,Healthcare,859.21,No,Tablet,USA,USA,0,1,0,0,2021-07-26 11:39:38,27174805.0,0,0.08313863462764236,0,0.10838044365496195,0.02,1,0.2203331552792367
TX-213367,CUST-10019,2021-07-19 19:14:23,Online,Retail,230.74,Yes,Mobile,India,India,19,0,0,0,,999999.0,0,0.0406643057935562,0,0.029092542292053297,0.02,0,0.012582389802218652
TX-206703,CUST-10019,2021-08-21 22:58:32,POS,Utilities,22.89,Yes,POS Terminal,India,India,22,0,0,1,2021-07-19 19:14:23,2864649.0,0,0.05684196755968539,0,0.0028701445669740352,0.005,0,0.10160455059844092
TX-204923,CUST-10020,2021-06-29 18:52:22,ATM,Travel,91.67,Yes,ATM Machine,UAE,UAE,18,0,0,1,,999999.0,0,0.09192037390369187,0,0.011547443174291579,0.05,0,0.11004160511100207
TX-210770,CUST-10020,2021-11-12 13:02:42,Online,Utilities,3.69,No,Laptop,UAE,UAE,13,0,0,0,2021-06-29 18:52:22,11729420.0,0,0.05313948313206398,0,0.0004478687126486956,0.005,1,0.10075675404942705
TX-207974,CUST-10020,2022-10-17 06:31:23,Online,Entertainment,5.98,No,Laptop,UAE,UAE,6,0,0,0,2021-11-12 13:02:42,29266121.0,0,0.0678234419454823,0,0.0007367755723572909,0.03,1,0.10385787145032506
TX-215084,CUST-10020,2022-11-15 01:36:41,Transfer,Retail,41.15,No,Laptop,UAE,UAE,1,1,0,0,2022-10-17 06:31:23,2487918.0,0,0.08196116105889938,0,0.00517382983259803,0.02,1,0.18421084044140934
TX-212692,CUST-10020,2022-11-18 14:18:22,Online,Gaming,128.71,No,Laptop,UAE,UAE,14,0,0,0,2022-11-15 01:36:41,304901.0,0,0.08093751359554409,0,0.01622041700992755,0.04,1,0.11047714595347465
TX-219878,CUST-10021,2021-03-01 18:46:06,Online,Gaming,11.57,No,POS Terminal,India,India,18,0,0,0,,999999.0,0,0.08246834362252747,0,0.0014420110945280538,0.04,1,0.10530470388308483
TX-213905,CUST-10021,2022-09-26 08:10:37,POS,Retail,202.39,Yes,POS Terminal,India,India,8,0,0,0,2021-03-01 18:46:06,49555471.0,0,0.040101137759780366,0,0.025515900600901035,0.02,0,0.011330565210315361
TX-218397,CUST-10022,2022-05-12 01:58:01,Online,Healthcare,5.52,Yes,Tablet,India,India,1,1,0,0,,999999.0,0,0.07586214091032614,0,0.0006787418800140795,0.02,0,0.08263755965800493
TX-202901,CUST-10022,2022-08-19 21:35:18,Online,Entertainment,316.74,No,Tablet,India,India,21,0,0,0,2022-05-12 01:58:01,8624237.0,0,0.06255952024344284,0,0.03994231955621888,0.03,1,0.11757981184467661
TX-201955,CUST-10022,2022-11-12 07:20:25,Transfer,Travel,39.19,No,Tablet,India,India,7,0,0,0,2022-08-19 21:35:18,7292707.0,0,0.07248953708864792,0,0.004926555839135652,0.05,1,0.10772429454369749
TX-200406,CUST-10023,2021-07-20 08:10:02,Online,Crypto,4442.74,No,ATM Machine,India,India,8,0,0,0,,999999.0,0,0.1910796216035097,1,0.5604793078346747,0.12,1,0.31056775774213613
TX-206386,CUST-10023,2021-11-25 07:46:27,POS,Food,32.42,Yes,POS Terminal,India,India,7,0,0,1,2021-07-20 08:10:02,11057785.0,0,0.05315427008417952,0,0.004072451280084478,0.01,0,0.10262535794802959
TX-212439,CUST-10023,2022-01-10 22:07:37,Transfer,Food,87.49,Yes,ATM Machine,India,India,22,0,0,0,2021-11-25 07:46:27,4026070.0,0,0.047664124540855765,0,0.011020093535172833,0.01,0,0.005057032737310491
TX-209307,CUST-10024,2021-02-25 02:45:14,Transfer,Food,81.72,No,ATM Machine,USA,USA,2,1,0,0,,999999.0,0,0.07444855113022669,0,0.01029214917686777,0.01,1,0.18480225221190374
TX-204431,CUST-10024,2021-06-26 19:42:14,Online,Healthcare,54.45,No,ATM Machine,USA,USA,19,0,0,0,2021-02-25 02:45:14,10515420.0,0,0.05781398913288102,0,0.006851760502521313,0.02,1,0.10479811617588246
TX-201361,CUST-10024,2021-07-17 11:29:42,Online,Utilities,4.6,Yes,ATM Machine,USA,USA,11,0,0,0,2021-06-26 19:42:14,1784848.0,0,0.04252145619207315,0,0.0005626744953276569,0.005,0,0.0007969360733646798
TX-204095,CUST-10024,2021-10-12 07:57:09,Transfer,Entertainment,73.1,Yes,ATM Machine,USA,USA,7,0,0,0,2021-07-17 11:29:42,7504047.0,0,0.06922224435348254,0,0.009204648246436289,0.03,0,0.0068216268862527005
TX-207259,CUST-10024,2022-03-22 07:09:12,POS,Travel,416.15,Yes,POS Terminal,USA,USA,7,0,0,0,2021-10-12 07:57:09,13907523.0,0,0.043357577521713986,0,0.05248390511238982,0.05,0,0.024369366789336433
TX-208054,CUST-10024,2022-11-12 07:10:01,POS,Entertainment,43.04,Yes,POS Terminal,USA,USA,7,0,0,0,2022-03-22 07:09:12,20304049.0,0,0.04584052100895601,0,0.00541227261200818,0.03,0,0.005494295414202863
TX-208122,CUST-10025,2021-02-08 08:00:36,Online,Retail,8.07,No,ATM Machine,Australia,Australia,8,0,0,0,,999999.0,0,0.05131654356962555,0,0.0010004503919166638,0.02,1,0.10275015763717084
TX-201382,CUST-10025,2021-09-08 19:32:23,ATM,Retail,6.22,Yes,ATM Machine,Australia,Australia,19,0,0,0,2021-02-08 08:00:36,18358307.0,0,0.032944173802408896,0,0.0007670540205363574,0.02,0,0.002668468907187725
TX-216330,CUST-10025,2021-11-01 21:27:01,Online,Entertainment,4.49,No,Tablet,Australia,Australia,21,0,0,0,2021-09-08 19:32:23,4672478.0,0,0.06101986881359264,0,0.0005487968732455847,0.03,1,0.10379207890563596
TX-208482,CUST-10025,2022-01-15 07:05:05,Online,Retail,10.98,No,ATM Machine,Australia,Australia,7,0,0,0,2021-11-01 21:27:01,6428284.0,0,0.04951483526339763,0,0.001367576576087848,0.02,1,0.10287865180163075
TX-215864,CUST-10025,2022-07-29 22:58:34,ATM,Healthcare,5.5,Yes,ATM Machine,Australia,Australia,22,0,0,0,2022-01-15 07:05:05,16905209.0,0,0.030353023518544003,0,0.0006762186759991573,0.02,0,0.002636676536599705
TX-200104,CUST-10026,2021-02-11 18:28:20,Online,Travel,51.82,No,POS Terminal,India,India,18,0,0,0,,999999.0,0,0.0690683216782776,0,0.00651995917455904,0.05,1,0.10828198571109568
TX-208809,CUST-10026,2021-06-21 23:35:55,Online,Entertainment,7.89,Yes,ATM Machine,India,India,23,0,0,0,2021-02-11 18:28:20,11250455.0,0,0.05689201757140943,0,0.0009777415557823636,0.03,0,0.003942209544523827
TX-214452,CUST-10026,2022-10-07 14:20:37,Online,Utilities,21.49,No,ATM Machine,India,India,14,0,0,0,2021-06-21 23:35:55,40833882.0,0,0.04240023285415143,0,0.0026935202859294793,0.005,1,0.10154273210007532
TX-200673,CUST-10026,2022-11-25 04:01:10,POS,Healthcare,42.83,Yes,POS Terminal,India,India,4,1,0,0,2022-10-07 14:20:37,4196433.0,0,0.04675545630166498,0,0.005385778969851497,0.02,0,0.08428502263944802
TX-215480,CUST-10027,2021-04-19 07:11:13,ATM,Food,7.41,Yes,ATM Machine,USA,USA,7,0,0,1,,999999.0,0,0.05342215040227364,0,0.0009171846594242301,0.01,0,0.10152101463079849
TX-201865,CUST-10028,2021-09-02 01:01:43,Online,Retail,14.3,Yes,Tablet,UK,UK,1,1,0,0,,999999.0,0,0.07622333951546241,0,0.001786428442564938,0.02,0,0.08302524995489773
TX-207334,CUST-10028,2022-11-21 12:53:20,Online,Entertainment,96.38,No,POS Terminal,UK,UK,12,0,0,0,2021-09-02 01:01:43,38490697.0,0,0.06140932448061576,0,0.012141657719805764,0.03,1,0.10784958020193203
TX-209533,CUST-10029,2021-04-13 00:31:17,POS,Retail,17.01,Yes,POS Terminal,India,India,0,1,0,0,,999999.0,0,0.05260476345108445,0,0.0021283225865869003,0.02,0,0.08314491290530542
TX-217734,CUST-10029,2021-08-19 13:40:40,Online,Retail,27.4,Yes,POS Terminal,India,India,13,0,0,0,2021-04-13 00:31:17,11106563.0,0,0.05565030126349301,0,0.003439127072338998,0.02,0,0.003603694475318649
TX-208527,CUST-10029,2022-02-21 20:06:59,POS,Healthcare,43.73,Yes,POS Terminal,India,India,20,0,0,0,2021-08-19 13:40:40,16093579.0,0,0.027702495866011295,0,0.005499323150522997,0.02,0,0.004324763102683048
TX-207930,CUST-10029,2022-03-08 02:06:08,Online,Entertainment,146.8,No,ATM Machine,India,India,2,1,0,0,2022-02-21 20:06:59,1231149.0,0,0.08921885477788524,0,0.018502655041424704,0.03,1,0.19007592926449865
TX-215469,CUST-10029,2022-08-24 11:35:44,Online,Healthcare,604.31,No,POS Terminal,India,India,11,0,0,0,2022-03-08 02:06:08,14635776.0,0,0.049191807915832976,0,0.07622220848477813,0.02,1,0.12907777296967238
TX-216779,CUST-10030,2021-02-16 19:50:54,ATM,Gaming,12.53,Yes,ATM Machine,UAE,UAE,19,0,0,1,,999999.0,0,0.10676852167158497,0,0.0015631248872443205,0.04,0,0.10534709371053552
TX-214393,CUST-10030,2021-11-13 18:54:04,Online,Healthcare,179.94,Yes,POS Terminal,UAE,UAE,18,0,0,0,2021-02-16 19:50:54,23324590.0,0,0.049004937888170556,0,0.022683604094150836,0.02,0,0.010339261432952792
TX-212372,CUST-10030,2022-08-17 06:56:34,Online,Crypto,75.93,No,Tablet,UAE,UAE,6,0,0,0,2021-11-13 18:54:04,23889750.0,0,0.14827283429245133,0,0.009561681614547787,0.12,1,0.11774658856509172
TX-212365,CUST-10031,2021-01-14 20:25:54,Transfer,Food,35.54,Yes,ATM Machine,India,India,20,0,0,0,,999999.0,0,0.05449137130704221,0,0.004466071106412345,0.01,0,0.0027631248872443206
TX-209797,CUST-10031,2021-06-05 03:10:18,Online,Retail,19.64,Yes,ATM Machine,India,India,3,1,0,0,2021-01-14 20:25:54,12206664.0,0,0.0677949755736852,0,0.002460123914549173,0.02,0,0.08326104337009221
TX-213741,CUST-10031,2022-05-21 18:18:20,Online,Food,53.69,Yes,ATM Machine,India,India,18,0,0,0,2021-06-05 03:10:18,30294482.0,0,0.04206282986446764,0,0.006755878749954267,0.01,0,0.003564557562483993
TX-207056,CUST-10031,2022-11-18 00:23:12,ATM,Travel,122.91,Yes,ATM Machine,India,India,0,1,0,0,2022-05-21 18:18:20,15573892.0,0,0.08165634878205427,0,0.0154886878456001,0.05,0,0.09142104074596004
TX-213566,CUST-10032,2021-01-22 23:37:01,Online,Travel,187.29,No,ATM Machine,India,India,23,0,0,0,,999999.0,0,0.07104999703646647,0,0.023610881569634753,0.05,1,0.11426380854937218
TX-205398,CUST-10032,2021-05-07 22:36:25,ATM,Gambling,47.27,Yes,ATM Machine,India,India,22,0,0,0,2021-01-22 23:37:01,9068364.0,0,0.12226791375425343,0,0.005945930261164233,0.1,0,0.014081075591407482
TX-205505,CUST-10032,2022-07-31 05:22:13,Online,Crypto,173.77,No,Tablet,India,India,5,0,0,1,2021-05-07 22:36:25,38817948.0,0,0.17625290072346939,1,0.02190519565554733,0.12,1,0.22206681847944157
TX-200837,CUST-10033,2021-10-23 07:31:16,Online,Travel,146.4,No,POS Terminal,China,China,7,0,0,0,,999999.0,0,0.08124436895197404,0,0.01845219096112626,0.05,1,0.1124582668363942
TX-205100,CUST-10033,2021-11-01 22:31:23,Online,Food,18.91,Yes,POS Terminal,China,China,22,0,0,0,2021-10-23 07:31:16,831607.0,0,0.039534718993970576,0,0.0023680269680045117,0.01,0,0.0020288094388015787
TX-208589,CUST-10033,2021-12-10 14:38:03,POS,Healthcare,52.39,Yes,POS Terminal,China,China,14,0,0,0,2021-11-01 22:31:23,3341200.0,0,0.024680750637262064,0,0.006591870488984323,0.02,0,0.004707154671144513
TX-210768,CUST-10033,2022-09-11 17:26:39,ATM,Retail,116.94,Yes,ATM Machine,China,China,17,0,0,1,2021-12-10 14:38:03,23770116.0,0,0.07343312665686859,0,0.014735511447145815,0.02,0,0.10755742900650105
TX-200021,CUST-10033,2022-12-06 17:18:26,Transfer,Crypto,74.57,Yes,POS Terminal,China,China,17,0,0,0,2022-09-11 17:26:39,7429907.0,0,0.15597823543355566,0,0.009390103741533073,0.12,0,0.017686536309536576
TX-215255,CUST-10034,2021-03-04 16:45:53,Online,Gaming,31.06,No,Tablet,Brazil,Brazil,16,0,0,0,,999999.0,0,0.0798090471327931,0,0.003900873407069766,0.04,1,0.10616530569247443
TX-217935,CUST-10034,2021-05-04 09:52:14,POS,Food,26.05,Yes,POS Terminal,Brazil,Brazil,9,0,0,1,2021-03-04 16:45:53,5245581.0,0,0.0534424938345428,0,0.0032688108013317475,0.01,0,0.10234408378046612
TX-202430,CUST-10034,2021-09-23 12:47:11,ATM,Utilities,40.96,Yes,ATM Machine,Brazil,Brazil,12,0,0,0,2021-05-04 09:52:14,12279297.0,0,0.027872258166563465,0,0.005149859394456269,0.005,0,0.0024024507880596943
TX-214337,CUST-10034,2022-03-15 00:24:42,Online,Travel,77.65,Yes,Tablet,Brazil,Brazil,0,1,0,0,2021-09-23 12:47:11,14902651.0,0,0.08726505937612265,0,0.009778677159831098,0.05,0,0.0894225370059409
TX-206139,CUST-10034,2022-05-03 22:41:48,Online,Entertainment,63.59,No,ATM Machine,Brazil,Brazil,22,0,0,0,2022-03-15 00:24:42,4313826.0,0,0.0577529827631437,0,0.00800486473734077,0.03,1,0.10640170265806928
TX-204903,CUST-10034,2022-07-30 20:18:32,Online,Healthcare,82.41,No,ATM Machine,Brazil,Brazil,20,0,0,0,2022-05-03 22:41:48,7594604.0,0,0.0473955509578972,0,0.010379199715382587,0.02,1,0.1060327199003839
TX-219058,CUST-10035,2021-02-25 16:24:19,ATM,Gaming,39.67,Yes,ATM Machine,Australia,Australia,16,0,0,1,,999999.0,0,0.09561419082635965,0,0.004987112735493786,0.04,0,0.10654548945742283
TX-207470,CUST-10035,2021-08-19 07:38:12,Online,Education,53.03,No,POS Terminal,Australia,Australia,7,0,0,0,2021-02-25 16:24:19,15088433.0,0,0.03621471771603861,0,0.006672613017461834,0.005,1,0.10293541455611165
TX-200085,CUST-10035,2021-09-13 14:16:17,POS,Retail,37.45,Yes,POS Terminal,Australia,Australia,14,0,0,0,2021-08-19 07:38:12,2183885.0,0,0.03389140383888067,0,0.004707037089837419,0.02,0,0.004047462981443096
TX-202574,CUST-10035,2021-10-04 13:33:13,POS,Healthcare,49.91,Yes,POS Terminal,Australia,Australia,13,0,0,0,2021-09-13 14:16:17,1811816.0,0,0.03768709892323307,0,0.006278993191133966,0.02,0,0.004597647616896888
TX-204735,CUST-10035,2022-09-04 03:15:29,Online,Utilities,8.81,No,POS Terminal,Australia,Australia,3,1,0,0,2021-10-04 13:33:13,28906936.0,0,0.07311879626668157,0,0.0010938089404687861,0.005,1,0.18098283312916408
